"","logFC","AveExpr","t","P.Value","adj.P.Val","B","negLog10FDR"
"ILMN_2725370",0.1467463,11.9948216741667,2.27140323562518,0.0321185623475472,0.129786676245507,-5.04775275542672,0.886769889431324
"ILMN_2491301",0.261673131666666,10.3223638625,2.27140072709863,0.0321187355037508,0.129786676245507,-5.04775763985343,0.886769889431324
"ILMN_2638066",0.221409107916666,9.616340156125,2.27132234155614,0.0321241466547745,0.129786676245507,-5.0479102649027,0.886769889431324
"ILMN_1226702",0.0806892056666663,8.93191693216667,2.27078554054951,0.0321612256631472,0.129873498493616,-5.04895538158883,0.88647946041422
"ILMN_2638721",0.114627164999999,11.9234748066667,2.27074615307378,0.0321639478468857,0.129873498493616,-5.04903206009547,0.88647946041422
"ILMN_2983247",0.173995292499999,11.7969408095833,2.26975031353285,0.0322328428897363,0.130086805728135,-5.05097044591959,0.885766750248953
"ILMN_2611648",-0.251334280750001,9.765098694875,-2.26961895112328,0.0322419409303635,0.130086805728135,-5.0512260993103,0.885766750248953
"ILMN_2704027",0.249353044166667,12.0405132570833,2.26958508496607,0.0322442868480877,0.130086805728135,-5.05129200699379,0.885766750248953
"ILMN_3074180",0.113250851833333,9.14248271425,2.26904744029579,0.0322815504340829,0.130200111716652,-5.05233824322908,0.885388643126469
"ILMN_3020654",0.101684917916666,8.968102053375,2.26855371384623,0.0323158045794396,0.130301218862806,-5.05329887364485,0.885051521793825
"ILMN_2832620",0.239572975833332,11.0784275954167,2.26817316677116,0.0323422290252218,0.130370707224431,-5.05403920075709,0.884819978541906
"ILMN_1239742",-0.423391785000001,14.9399081691667,-2.26610150955179,0.0324864257254831,0.130879528543611,-5.0580680377366,0.883128278092657
"ILMN_1228330",0.180987793333333,12.3896112041667,2.26585186191826,0.0325038417277929,0.130879528543611,-5.0585533752413,0.883128278092657
"ILMN_1238376",-0.349848078333334,11.9626751325,-2.26580232032329,0.0325072988742872,0.130879528543611,-5.05864968440952,0.883128278092657
"ILMN_1254031",-0.306051153333335,14.0669906025,-2.26571310380183,0.0325135254874039,0.130879528543611,-5.05882311840783,0.883128278092657
"ILMN_2651706",0.0818099425833326,9.07345588279166,2.26569785331281,0.0325145899603584,0.130879528543611,-5.05885276441245,0.883128278092657
"ILMN_2655785",-0.174410423083333,9.99822728770833,-2.26512667580849,0.0325544805495125,0.131002923856691,-5.05996300405526,0.882719011209457
"ILMN_2621472",0.178510527499999,11.8256321054167,2.26459156332031,0.0325918927393054,0.131047435408307,-5.06100297532443,0.882571473755297
"ILMN_2778799",0.0624664334166663,8.954792530625,2.2644800829447,0.0325996917649652,0.131047435408307,-5.06121961306283,0.882571473755297
"ILMN_1259798",0.154808491666666,10.5802688233333,2.26447907826172,0.0325997620590235,0.131047435408307,-5.06122156541284,0.882571473755297
"ILMN_2647179",0.105125730416666,9.841021957125,2.26444001098795,0.0326024955626306,0.131047435408307,-5.06129748244524,0.882571473755297
"ILMN_2727692",-0.0586543325833342,8.89030768529167,-2.26379672672561,0.0326475355758361,0.131191300890435,-5.06254741396266,0.882094961458338
"ILMN_2619922",0.143619376916666,10.2865587390417,2.26321849297618,0.0326880692826582,0.131316981810962,-5.06367075089438,0.8816791076508
"ILMN_2765047",0.304005365999999,10.7394232245,2.2628183891123,0.0327161429970209,0.131392550513234,-5.06444792423625,0.881429257019069
"ILMN_2801520",0.0746714993333331,9.14052520225,2.26249687575394,0.0327387182000868,0.131445999906094,-5.06507237590333,0.881252625572401
"ILMN_1223151",0.079138407666666,8.952804285,2.26218863142073,0.0327603750029232,0.131495732715469,-5.06567100156102,0.881088340620575
"ILMN_3150724",0.0758182575833326,9.12253068645833,2.26057101455102,0.0328742399868873,0.131902279715802,-5.0688116171192,0.879747698316884
"ILMN_1238608",-0.157777314916668,10.0223606282917,-2.26048566033063,0.0328802580948239,0.131902279715802,-5.06897729210624,0.879747698316884
"ILMN_3163577",0.0861261268333328,9.05985416358333,2.26003688435267,0.0329119166115879,0.13199195282312,-5.06984831168467,0.879452545696023
"ILMN_2647313",0.182303107499999,11.8274507379167,2.25965974086044,0.032938543288516,0.132061400946184,-5.07058021365679,0.87922409991497
"ILMN_2922321",0.360026949166666,11.5103590154167,2.25905824865713,0.0329810496868743,0.132177621007571,-5.07174733132568,0.878842069023177
"ILMN_2525382",0.0769261368333331,9.07234565658333,2.25898588349261,0.0329861669627637,0.132177621007571,-5.07188773281893,0.878842069023177
"ILMN_2448678",-0.1668351445,9.29022426958333,-2.25880943081187,0.0329986477725765,0.132190290498164,-5.07223007053508,0.878800443019282
"ILMN_2431046",0.139716067666666,10.173044151,2.25818647096538,0.0330427451361829,0.132329570795244,-5.0734385412729,0.878343096113427
"ILMN_1255497",0.113964328166665,9.01632493033333,2.25725756710244,0.0331085987311167,0.132555877222944,-5.07524010221849,0.877601011884809
"ILMN_2615762",0.0857349457499994,9.01430525479166,2.25671238747006,0.0331473041174402,0.132673394160804,-5.07629722338524,0.877216160237655
"ILMN_2725672",0.126087245833333,9.15809070758333,2.25623536913548,0.0331812040518898,0.132771616213274,-5.07722204008493,0.87689475809658
"ILMN_2766930",0.195600165833333,10.8559075279167,2.25605762287791,0.0331938438729822,0.132784736418007,-5.07756661185411,0.876851844172925
"ILMN_1242769",0.285389812499999,12.1492014004167,2.25529424855477,0.0332481783745925,0.132964592682153,-5.07904625606276,0.876263992491458
"ILMN_2450147",0.0745200153333326,8.97709242441667,2.25504489484271,0.0332659440526903,0.132978760665838,-5.07952950573019,0.87621771889926
"ILMN_2858742",-0.0887172196666675,9.78831411241667,-2.25498138473337,0.0332704703280268,0.132978760665838,-5.07965258326853,0.87621771889926
"ILMN_1252013",-0.0914473006666675,8.97325988675,-2.25463463510505,0.0332951925449971,0.133040086267826,-5.0803245163087,0.876017482176775
"ILMN_2839569",-0.170285394750001,9.34368766004167,-2.25424854552649,0.0333227392092971,0.133095933259071,-5.08107260262299,0.87583521417316
"ILMN_2644920",-0.0765459722500006,8.94142055895833,-2.25415937745276,0.0333291041011488,0.133095933259071,-5.08124536252214,0.87583521417316
"ILMN_2938019",-0.0770746393333346,9.05784873841667,-2.25404433371703,0.0333373176502983,0.133095933259071,-5.08146824894215,0.87583521417316
"ILMN_2588737",0.224864579166666,10.1715507060833,2.25339393390358,0.0333837875297759,0.13324395782495,-5.08272819684093,0.875352475680594
"ILMN_1220360",0.180124349999999,11.2796283508333,2.25205408705211,0.0334797025550436,0.133589192895441,-5.08532298124401,0.874228674014038
"ILMN_2664491",0.142174128749999,9.395301624375,2.25137665223413,0.0335282929416293,0.133745454268001,-5.08663453399422,0.873720969829143
"ILMN_1228031",0.217232024166666,11.9877349495833,2.2498404186952,0.033638719674862,0.134148225636187,-5.08960780871967,0.872415067319356
"ILMN_2439089",0.136464764166666,9.77383169983333,2.24959775935488,0.0336561925440413,0.134152344954209,-5.0900773371138,0.872401731551322
"ILMN_2702628",0.118708779916666,9.18151083729167,2.2495633996955,0.0336586673029278,0.134152344954209,-5.09014381789295,0.872401731551322
"ILMN_2866276",-0.145026091416668,9.384491821125,-2.24909718881846,0.0336922625284814,0.134219040370741,-5.09104579984637,0.872185870594841
"ILMN_2621471",0.138271385833333,10.82559349125,2.24904681317541,0.0336958944260587,0.134219040370741,-5.09114325464359,0.872185870594841
"ILMN_3112526",0.227356609999999,10.4223454125,2.24893735436963,0.0337037872259837,0.134219040370741,-5.09135500452033,0.872185870594841
"ILMN_2754027",-0.187344415000001,11.6979695458333,-2.24875827551207,0.0337167037712382,0.134232793431101,-5.09170142091338,0.872141371899157
"ILMN_1224713",0.244057819166666,10.83612765625,2.24830849628991,0.0337491651230101,0.134324328639141,-5.09257140944812,0.871845321383092
"ILMN_2802244",0.137110011916665,9.877672003625,2.24760632488397,0.0337998987610087,0.134488517229988,-5.09392936019169,0.87131479459496
"ILMN_2757844",0.128146594166666,12.6603279920833,2.24680121954285,0.0338581547920666,0.134673148641087,-5.09548603419064,0.870718986010233
"ILMN_1237028",-0.0598263287500007,8.96198423395834,-2.24670271351348,0.0338652887700218,0.134673148641087,-5.09567647071677,0.870718986010233
"ILMN_2746000",0.086042284083332,9.28279689279166,2.24644031337043,0.033884298900579,0.134710980914998,-5.09618372826833,0.870597001482545
"ILMN_2928987",0.0983752309166659,9.005057708375,2.24624941832227,0.0338981347775642,0.134728226903824,-5.0965527315641,0.870541405729774
"ILMN_1225035",-0.260289409166668,10.8841446554167,-2.2455893814206,0.0339460130840796,0.134850349328575,-5.09782843458929,0.870147924173818
"ILMN_3161884",-0.0740482945000011,8.92300862208333,-2.24556373978627,0.0339478743357309,0.134850349328575,-5.0978779891207,0.870147924173818
"ILMN_1218488",-0.0923996820833347,8.88442841329167,-2.24482769588049,0.0340013411103706,0.135021444770376,-5.09930029444013,0.869597249239772
"ILMN_2757966",-0.0711109134166675,8.978267545125,-2.24470881402937,0.0340099839382835,0.135021444770376,-5.09952998870652,0.869597249239772
"ILMN_2639809",0.208473200833333,10.6512601870833,2.24418766460909,0.0340478955384644,0.135097202490733,-5.10053681842518,0.869353643986236
"ILMN_1247267",0.21549013,11.0191261091667,2.24418466130971,0.0340481141279077,0.135097202490733,-5.10054262017438,0.869353643986236
"ILMN_2437856",0.180098049999999,11.4810367341667,2.24392465393274,0.0340670430976152,0.135134509602816,-5.10104488088831,0.869233730058363
"ILMN_2503508",0.091081553999999,9.22395836733333,2.2435493287088,0.0340943842340946,0.135205155258773,-5.10176983537151,0.869006748795612
"ILMN_2462448",0.253590029999999,11.8530180283333,2.24247236740175,0.0341729476476235,0.135422051262493,-5.10384958161531,0.868310612151098
"ILMN_3160556",0.177752009499999,9.57535760533334,2.24217473753921,0.0341946884332648,0.135422051262493,-5.10442422568438,0.868310612151098
"ILMN_2700833",0.0672716166666662,9.06891785241667,2.24216769551764,0.0341952029793668,0.135422051262493,-5.10443782134462,0.868310612151098
"ILMN_1230457",-0.132104010833334,10.4559311879167,-2.24216489775822,0.0341954074078704,0.135422051262493,-5.1044432228236,0.868310612151098
"ILMN_2741726",-0.129299118500001,9.40668682441667,-2.24214566618672,0.0341968126628305,0.135422051262493,-5.1044803520319,0.868310612151098
"ILMN_2753196",-0.222891855000001,12.5411250908333,-2.24155195332135,0.0342402211612254,0.135547343941334,-5.10562649340439,0.867908988027604
"ILMN_2754266",-0.091716831416668,9.106864706875,-2.24144260333297,0.0342482215823449,0.135547343941334,-5.1058375677805,0.867908988027604
"ILMN_2664593",0.0766627716666666,8.99398121125,2.2413210251758,0.03425711864855,0.135547343941334,-5.10607223777312,0.867908988027604
"ILMN_2771712",0.121057986916666,10.119318880375,2.24098265168564,0.0342818917915925,0.135574883338664,-5.10672532157513,0.867820760600021
"ILMN_1258578",0.0712119869166664,8.91033887870834,2.24090580921,0.034287519878521,0.135574883338664,-5.10687362369704,0.867820760600021
"ILMN_1224142",-0.101885599916668,9.34535262354167,-2.24083438875049,0.0342927515981056,0.135574883338664,-5.10701145858902,0.867820760600021
"ILMN_2927225",0.189546084166666,12.0985116595833,2.24056317469219,0.0343126252715581,0.135615656025927,-5.10753485025279,0.867690170843715
"ILMN_2686603",0.0794897930833321,9.04588838095833,2.24023774327644,0.0343364855986559,0.135672158277697,-5.10816281590692,0.86750926617185
"ILMN_1216416",-0.239077170833333,12.0808150720833,-2.23972763844335,0.0343739162835804,0.135782234052517,-5.10914701363745,0.867157050068031
"ILMN_1224333",-0.238920062583334,9.639044317875,-2.23934389939868,0.0344020988282232,0.135855727137624,-5.10988730326336,0.866922048730523
"ILMN_1236383",0.0936568367499989,9.447941000875,2.23874778516937,0.0344459201739768,0.135990920586658,-5.11103712994077,0.866490086267593
"ILMN_2825803",-0.0580296910833343,9.01572779454167,-2.23830070786709,0.034478818772488,0.136082928293751,-5.11189935104189,0.866196353950642
"ILMN_1226540",-0.281686606583334,10.312634552125,-2.23804767335264,0.0344974511735592,0.136100741331304,-5.11238729607036,0.866139509218284
"ILMN_2648153",0.0678882908333318,8.9454983295,2.23797883957364,0.0345025213836707,0.136100741331304,-5.11252002699008,0.866139509218284
"ILMN_2747103",0.169859199166666,13.69302863625,2.23759439742442,0.0345308513369355,0.136174625024862,-5.11326129014063,0.865903811941428
"ILMN_2821092",-0.176888339166668,12.2942855004167,-2.23744174531802,0.0345421062819344,0.136181149974775,-5.11355560335175,0.865883002764591
"ILMN_1234086",0.0945643344166659,9.50264669504167,2.23623412976248,0.034631260305425,0.136494700592513,-5.11588341771262,0.864884209781513
"ILMN_3163068",0.0650970564166659,9.07384097704167,2.23596484424326,0.0346511691309105,0.136502044976912,-5.11640238239042,0.864860842282302
"ILMN_1234604",0.150894910499999,9.60495485383333,2.23579080678843,0.0346640415918179,0.136502044976912,-5.11673776384269,0.864860842282302
"ILMN_2999354",0.118323686333332,9.498449278,2.23579033506538,0.0346640764881074,0.136502044976912,-5.1167386728601,0.864860842282302
"ILMN_1213231",0.117652766083332,9.92535023745833,2.23538307285938,0.0346942160914075,0.136502044976912,-5.11752342590809,0.864860842282302
"ILMN_2744204",0.154972984999999,10.534332065,2.23534249346292,0.034697220486796,0.136502044976912,-5.11760161311535,0.864860842282302
"ILMN_2760629",-0.341443800000002,14.5003845616667,-2.23531951543865,0.0346989218258826,0.136502044976912,-5.11764588609134,0.864860842282302
"ILMN_3072117",0.151291354999999,10.96305764,2.23529840962208,0.0347004846095697,0.136502044976912,-5.11768655152028,0.864860842282302
"ILMN_2634295",0.233111885833332,11.57067840125,2.23410990942881,0.0347885903088594,0.136804704641168,-5.11997607274521,0.863898967202408
"ILMN_2871441",-0.0538405121666667,8.91612871025,-2.23395810597581,0.0347998583662338,0.136804704641168,-5.12026844815634,0.863898967202408
"ILMN_2677696",0.164476879999998,10.9033260633333,2.23387057177562,0.0348063573528359,0.136804704641168,-5.12043703417743,0.863898967202408
"ILMN_1254540",-0.195138519166667,11.1028251954167,-2.23358033387197,0.0348279139690745,0.136851512368787,-5.1209959850092,0.863750398766904
"ILMN_2680549",-0.223719415416667,10.564153663125,-2.23258582961677,0.034901869798136,0.137065739688123,-5.12291087312405,0.863071085865427
"ILMN_2605465",-0.382461817250002,11.342922666375,-2.23249977149206,0.0349082761539505,0.137065739688123,-5.12307654890759,0.863071085865427
"ILMN_2685696",0.105169134249999,9.31099427595833,2.23245752120787,0.0349114217478455,0.137065739688123,-5.12315788597731,0.863071085865427
"ILMN_2721503",-0.0785782766666675,9.02451375083333,-2.23217308328474,0.0349326052423046,0.137110958871635,-5.12370543793395,0.862927831955399
"ILMN_2617843",0.0946673297499991,9.049536281125,2.23190204285009,0.0349528017954982,0.137152280351077,-5.12422715629438,0.862796967238042
"ILMN_1222734",-0.266462292083334,10.6704574422917,-2.23127677116502,0.0349994342192289,0.137297282743297,-5.12543056462173,0.862338057819834
"ILMN_1242595",0.121620498333332,9.30908747775,2.23064901073322,0.035046308948554,0.137443155221244,-5.12663853801855,0.861876883493577
"ILMN_2875159",-0.106787570000001,10.4805199308333,-2.23020035186727,0.0350798450461064,0.137531033057222,-5.12750173562178,0.861599294816723
"ILMN_2821460",-0.0902642262500013,8.90459634295833,-2.23008986969634,0.0350881077641232,0.137531033057222,-5.12771428022308,0.861599294816723
"ILMN_1226280",0.168388408333332,11.5429288966667,2.22984616101721,0.0351063404331825,0.137564485923948,-5.12818310008956,0.861493670446335
"ILMN_2688075",-0.159079029166668,10.32645571125,-2.22921910719366,0.0351532919021736,0.137676402822999,-5.12938920086521,0.861140489677379
"ILMN_1225859",-0.0818865222500015,9.019789973625,-2.22920547744044,0.0351543130789497,0.137676402822999,-5.12941541438759,0.861140489677379
"ILMN_2599719",0.235667441666666,11.2321593191667,2.22868059295089,0.0351936592462318,0.137762053492158,-5.13042482143276,0.860870392213984
"ILMN_2854347",-0.135825040750001,10.1212917122917,-2.22865462663044,0.0351956067575312,0.137762053492158,-5.13047475325359,0.860870392213984
"ILMN_2604560",0.105996332416666,8.953050490625,2.2269471373936,0.0353238853502878,0.138226017570713,-5.13375731474944,0.859410204256155
"ILMN_2719069",-0.111943507833334,9.65173999566667,-2.22625839155426,0.0353757485118912,0.138390786718471,-5.13508092102111,0.858892821804959
"ILMN_2736478",-0.383348758666668,10.73727955975,-2.22601836725381,0.0353938387469313,0.138394069845268,-5.13554212696314,0.85888251890133
"ILMN_1232592",0.256506752499999,11.8196740720833,2.22598836592585,0.035396100486333,0.138394069845268,-5.13559977209921,0.85888251890133
"ILMN_2599412",-0.188870931083335,10.5131309569583,-2.22585730290478,0.0354059825970502,0.138394561350002,-5.13585159309118,0.858880976512883
"ILMN_2744936",0.121387672499999,9.14380335491667,2.22549389384675,0.0354333965947886,0.138463562175503,-5.13654978605215,0.858664499726861
"ILMN_1226114",0.188402360833332,11.62777519625,2.22477843946154,0.0354874235327706,0.138636492099243,-5.13792411831913,0.858122439050744
"ILMN_1220357",-0.0948057356666676,9.08351026133333,-2.22432509782224,0.0355216958391387,0.13872571196232,-5.13879480042094,0.857843037640027
"ILMN_2928320",0.200251923333333,13.2546829541667,2.22410056010918,0.0355386818255356,0.13872571196232,-5.13922600099406,0.857843037640027
"ILMN_2732859",0.104254301333333,9.25204784383333,2.22370179378887,0.0355688661074161,0.13872571196232,-5.13999171759336,0.857843037640027
"ILMN_1244135",0.130926409083333,9.860254720375,2.22364473817111,0.0355731867819834,0.13872571196232,-5.1401012691167,0.857843037640027
"ILMN_3001322",-0.104684062166667,9.28001258375,-2.22341590731399,0.0355905203265242,0.13872571196232,-5.1405406245884,0.857843037640027
"ILMN_2659132",0.218222461166667,10.0122603974167,2.22332114351325,0.035597700760332,0.13872571196232,-5.14072256237887,0.857843037640027
"ILMN_2607287",-0.067716951083334,8.91912588604167,-2.22331132393644,0.035598444883367,0.13872571196232,-5.14074141476936,0.857843037640027
"ILMN_1226169",0.145758384999999,10.6819376433333,2.22322628875081,0.0356048893998053,0.13872571196232,-5.1409046696452,0.857843037640027
"ILMN_2769285",0.321266843333332,11.5674935033333,2.22311947842903,0.0356129856733926,0.13872571196232,-5.14110972365383,0.857843037640027
"ILMN_3144575",0.229339358083332,10.4000066940417,2.22309221291573,0.0356150526793749,0.13872571196232,-5.14116206682281,0.857843037640027
"ILMN_2726717",-0.146642612500002,11.85043178875,-2.22305546433639,0.0356178387710096,0.13872571196232,-5.14123261450208,0.857843037640027
"ILMN_3159826",0.180099301583332,9.97422604820833,2.22274317075697,0.0356415232564156,0.138745660542314,-5.14183210536044,0.85778059113861
"ILMN_2594525",0.0928795087499994,9.27491634729167,2.22272999431055,0.0356425228774194,0.138745660542314,-5.14185739814648,0.85778059113861
"ILMN_1216812",-0.270660916083335,10.2544399052917,-2.22144639346082,0.0357400240147396,0.139087034471627,-5.14432085015069,0.856713352537572
"ILMN_2862866",0.0729167921666655,8.90595833916667,2.22123626205118,0.0357560083785596,0.139107107620951,-5.14472403850466,0.856650679341544
"ILMN_1228132",0.206118753333332,14.5659713158333,2.22112078471501,0.0357647953114985,0.139107107620951,-5.14494559913201,0.856650679341544
"ILMN_2607563",0.0534954715833329,8.970307912375,2.2209234027594,0.0357798190785196,0.139127394086842,-5.1453242883386,0.856587349307666
"ILMN_1258583",0.2366371725,10.4631112054167,2.22059109347894,0.0358051257698088,0.139187642928128,-5.14596179318418,0.856399319656083
"ILMN_1243030",-0.197873666666668,11.2628839025,-2.21997648613607,0.0358519732875375,0.139331572899649,-5.14714069366039,0.855950460156097
"ILMN_3081260",0.0703852909166661,8.96755447029166,2.21953627455011,0.035885561839029,0.13942390980187,-5.14798494585202,0.85566274270431
"ILMN_2787580",-0.0801320111666682,9.07098426033333,-2.21928685715764,0.0359046052527325,0.139458730557077,-5.14846323722836,0.855554292340378
"ILMN_1256673",-0.186247868333333,12.5459092558333,-2.21904723049902,0.035922909741512,0.139458730557077,-5.14892271985054,0.855554292340378
"ILMN_2901363",0.131855677666666,9.66749255475,2.21892169806768,0.0359325022242266,0.139458730557077,-5.14916341431822,0.855554292340378
"ILMN_2657066",0.125142705,11.2630852966667,2.21890406467647,0.0359338498545023,0.139458730557077,-5.14919722365736,0.855554292340378
"ILMN_2758092",0.116034484916666,9.03523820404167,2.21873847060173,0.0359465075978206,0.139469696464739,-5.14951471631928,0.855520144274223
"ILMN_2654568",0.107140005833333,10.26230298875,2.21852747568134,0.0359626415538184,0.139494140126036,-5.14991923292656,0.85544403586264
"ILMN_2914416",-0.173774972500001,11.1727653579167,-2.21797794736829,0.0360046925946272,0.139619071748165,-5.15097266091343,0.855055253709586
"ILMN_2643513",-0.228725864166668,13.33178966625,-2.21755827333226,0.0360368368752294,0.13969267550579,-5.15177704538618,0.8548263646146
"ILMN_2983714",0.0981292727499987,9.08551031970833,2.2174294832168,0.036046706559474,0.13969267550579,-5.15202387560785,0.8548263646146
"ILMN_2784686",-0.181913542750001,9.31666923120834,-2.21734454381136,0.0360532171326541,0.13969267550579,-5.15218665936702,0.8548263646146
"ILMN_2920924",0.0697508979166655,8.975386530875,2.21708885835095,0.0360728217481603,0.139730468732292,-5.1526766476148,0.85470888408257
"ILMN_2816315",-0.0983785334166676,9.16917850045833,-2.21592046541648,0.0361625307607685,0.140039721223451,-5.15491524295873,0.853748762454544
"ILMN_1249698",0.087433448333333,15.8808638125,2.21571263633761,0.0361785089686887,0.14006335963997,-5.15531335297915,0.85367546062689
"ILMN_2619307",-0.232294290916668,9.54449234995833,-2.21550914810901,0.0361941596330968,0.140085717433964,-5.15570312370159,0.853606141343877
"ILMN_3002505",0.138887978333332,12.0370037116667,2.21499619661158,0.0362336388840193,0.14015963708577,-5.15668554870017,0.853377035689777
"ILMN_3108623",0.102401476499999,9.112473707,2.21490361732405,0.036240768386021,0.14015963708577,-5.15686284405438,0.853377035689777
"ILMN_2673601",0.182626767083332,9.66726367220833,2.21485550512947,0.0362444739921417,0.14015963708577,-5.15695498008338,0.853377035689777
"ILMN_1252183",0.0878696535833324,9.26620580579167,2.21474765709746,0.0362527817037497,0.14015963708577,-5.15716150685245,0.853377035689777
"ILMN_2684693",0.0844743695833316,9.141294899375,2.2143812418558,0.0362810201422032,0.140230591476063,-5.15786313441964,0.853157234158267
"ILMN_3067404",0.0531513846666661,8.94757519183333,2.21320259418921,0.0363719896849157,0.140543904571106,-5.16011953413478,0.852187985122623
"ILMN_2644415",0.137051317499998,14.43924627625,2.21262042454175,0.0364169983529254,0.140671351573791,-5.16123374228203,0.851794339809423
"ILMN_2888342",0.0995311718333332,9.0756599205,2.21248140592706,0.0364277535996782,0.140671351573791,-5.16149977955851,0.851794339809423
"ILMN_2726950",0.148621919249999,9.62428179395833,2.21221035185828,0.0364487320981407,0.140671351573791,-5.16201845848443,0.851794339809423
"ILMN_2822905",-0.2571621575,12.48002230375,-2.21215843464411,0.036452751528905,0.140671351573791,-5.1621178004826,0.851794339809423
"ILMN_1256695",-0.0722581765833344,9.09593118879167,-2.21213511827695,0.0364545568124961,0.140671351573791,-5.16216241513013,0.851794339809423
"ILMN_3027761",0.056572766749999,9.038068625375,2.21188808090931,0.0364736887942313,0.140693876982503,-5.16263508891337,0.851724802711488
"ILMN_1226901",-0.132937598333334,9.284213568,-2.21180363049466,0.0364802311978601,0.140693876982503,-5.16279666568435,0.851724802711488
"ILMN_2934534",-0.221281358333334,10.5427391458333,-2.21082737855292,0.0365559388576996,0.140947538107222,-5.1646642039457,0.85094250543116
"ILMN_1214118",0.114671484999999,10.5647108583333,2.2106644726726,0.0365685859173704,0.140957986749429,-5.1649757839978,0.850910311754512
"ILMN_2639230",0.154715589999999,11.7869298491667,2.20964191446934,0.036648061746536,0.14122595921614,-5.16693121784599,0.850085466824512
"ILMN_1231439",-0.151217551666667,14.5904850916667,-2.20931781497281,0.0366732841569085,0.141230264874451,-5.16755086582322,0.850072226375295
"ILMN_1220774",0.146243165166666,10.1273524455833,2.20930587975947,0.0366742132911053,0.141230264874451,-5.16757368367721,0.850072226375295
"ILMN_3027751",0.125171830999999,9.22475156925,2.20924377988854,0.0366790479941825,0.141230264874451,-5.1676924054697,0.850072226375295
"ILMN_2866099",0.191752257499999,10.58759169875,2.20798202567098,0.036777405060647,0.141549343911316,-5.17010412904226,0.849092139272072
"ILMN_3162476",0.110419323749999,9.556234145625,2.20792477017297,0.0367818739271843,0.141549343911316,-5.17021354565234,0.849092139272072
"ILMN_2642876",0.0789619629999983,9.079015884,2.20773922998742,0.0367963589541688,0.141566680706505,-5.17056810429757,0.84903895065794
"ILMN_3163001",-0.115439189666668,9.23419072825,-2.2072977207538,0.0368308480882563,0.14166094905963,-5.17141172774388,0.848749852965558
"ILMN_2439967",0.059458313333333,8.9236956095,2.20713242854166,0.0368437676444283,0.141672226629497,-5.17172753443174,0.848715280336686
"ILMN_1245425",-0.148994112500002,15.2223454829167,-2.20660981513979,0.0368846430636468,0.1417723093588,-5.17272593358694,0.848408586268835
"ILMN_2714678",0.0730862402499992,8.89532238329167,2.20653650344118,0.0368903803044452,0.1417723093588,-5.17286597539834,0.848408586268835
"ILMN_3162452",0.183925645833333,11.17498378625,2.20641642621514,0.0368997790731539,0.1417723093588,-5.17309534314738,0.848408586268835
"ILMN_2746421",0.225050885833332,10.4619940945833,2.20614857301436,0.0369207524649938,0.14181447974978,-5.17360695783554,0.848279423917549
"ILMN_1247833",-0.221326513250001,9.78336323054167,-2.20458715736527,0.0370432287377746,0.142203185964941,-5.17658852218887,0.847090673426975
"ILMN_2655555",-0.226327976666667,9.78075777866666,-2.20450589306317,0.0370496130883483,0.142203185964941,-5.17674365983318,0.847090673426975
"ILMN_1259949",0.267950473333333,12.6176827216667,2.20447519529551,0.037052025049448,0.142203185964941,-5.17680226242098,0.847090673426975
"ILMN_2689790",0.228209286916666,9.823253327125,2.20396602989642,0.0370920514954923,0.142318298745891,-5.17777418859247,0.846739256391866
"ILMN_3161263",0.0821838198333325,9.24974453633333,2.2037479755857,0.0371092050990361,0.142345612312014,-5.17819037807095,0.846655915085688
"ILMN_2998813",0.286955790083332,10.307647948875,2.20348520819973,0.0371298856535048,0.142371870784124,-5.17869187254664,0.846575808241182
"ILMN_2726850",0.114750386916666,9.192434984125,2.20340596699988,0.03713612420876,0.142371870784124,-5.17884309739724,0.846575808241182
"ILMN_1245950",0.0861725650833326,9.03920235795833,2.20243456134808,0.0372126786980302,0.142576821793722,-5.18069664346702,0.84595107045367
"ILMN_2687473",0.128135530666667,9.72868126216667,2.20242168123321,0.0372136947105455,0.142576821793722,-5.18072121642804,0.84595107045367
"ILMN_2794825",0.168742899999999,10.6349965233333,2.20205359645464,0.0372427406617556,0.142576821793722,-5.18142341581511,0.84595107045367
"ILMN_2721966",-0.0856133353333348,8.93759830208333,-2.20183176074804,0.0372602558366892,0.142576821793722,-5.18184657625478,0.84595107045367
"ILMN_3046283",-0.220761715,11.6836254733333,-2.20178873470443,0.0372636538459649,0.142576821793722,-5.18192864683759,0.84595107045367
"ILMN_2978878",-0.126914410416667,9.19740238295833,-2.20167231617997,0.0372728494768106,0.142576821793722,-5.18215070546791,0.84595107045367
"ILMN_2720995",-0.107867978250001,10.3406107417083,-2.2015636163274,0.0372814372780559,0.142576821793722,-5.18235803427132,0.84595107045367
"ILMN_1223793",0.0904213072499994,8.959118491875,2.20149893169504,0.0372865485174786,0.142576821793722,-5.18248140733196,0.84595107045367
"ILMN_1252706",0.0972835739999993,8.94932518275,2.2014830943109,0.037287800049703,0.142576821793722,-5.18251161361952,0.84595107045367
"ILMN_2882078",0.196553484916666,10.0465596950417,2.20133275492833,0.0372996823474691,0.142576821793722,-5.18279834529853,0.84595107045367
"ILMN_1229975",0.263943735833333,13.62242435625,2.20132687641613,0.0373001470339445,0.142576821793722,-5.18280955670275,0.84595107045367
"ILMN_2710353",-0.0719879979166678,9.017249944375,-2.2011762406694,0.0373120563197265,0.142583922116196,-5.18309683993807,0.84592944313689
